"date","serial_number","model","capacity_bytes","failure","smart_1_normalized","smart_1_raw","smart_2_normalized","smart_2_raw","smart_3_normalized","smart_3_raw","smart_4_normalized","smart_4_raw","smart_5_normalized","smart_5_raw","smart_7_normalized","smart_7_raw","smart_8_normalized","smart_8_raw","smart_9_normalized","smart_9_raw","smart_10_normalized","smart_10_raw","smart_11_normalized","smart_11_raw","smart_12_normalized","smart_12_raw","smart_13_normalized","smart_13_raw","smart_15_normalized","smart_15_raw","smart_22_normalized","smart_22_raw","smart_183_normalized","smart_183_raw","smart_184_normalized","smart_184_raw","smart_187_normalized","smart_187_raw","smart_188_normalized","smart_188_raw","smart_189_normalized","smart_189_raw","smart_190_normalized","smart_190_raw","smart_191_normalized","smart_191_raw","smart_192_normalized","smart_192_raw","smart_193_normalized","smart_193_raw","smart_194_normalized","smart_194_raw","smart_195_normalized","smart_195_raw","smart_196_normalized","smart_196_raw","smart_197_normalized","smart_197_raw","smart_198_normalized","smart_198_raw","smart_199_normalized","smart_199_raw","smart_200_normalized","smart_200_raw","smart_201_normalized","smart_201_raw","smart_220_normalized","smart_220_raw","smart_222_normalized","smart_222_raw","smart_223_normalized","smart_223_raw","smart_224_normalized","smart_224_raw","smart_225_normalized","smart_225_raw","smart_226_normalized","smart_226_raw","smart_240_normalized","smart_240_raw","smart_241_normalized","smart_241_raw","smart_242_normalized","smart_242_raw","smart_250_normalized","smart_250_raw","smart_251_normalized","smart_251_raw","smart_252_normalized","smart_252_raw","smart_254_normalized","smart_254_raw","smart_255_normalized","smart_255_raw"
"2016-01-01","Z3023VGH","ST4000DM000",1.97665142785814e-311,0,116,117245752,NA,NA,93,0,100,7,100,0,87,2.37172839410608e-314,NA,NA,88,10639,100,0,NA,NA,100,7,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,75,25,100,0,100,1,84,32440,25,25,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,5.18867741262477e-320,100,8.24059983002055e-314,100,6.06462273814846e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL1311LAG2205A","Hitachi HDS5C4040ALE630",1.97665142785814e-311,0,100,0,134,102,130,514,100,29,100,0,100,0,113,42,97,24592,100,0,NA,NA,100,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,40,100,40,240,25,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","MJ1311YNG36USA","Hitachi HDS5C3030ALA630",1.48248990956645e-311,0,100,0,100,0,125,561,100,17,100,67,100,0,100,0,95,36338,100,0,NA,NA,100,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,99,1272,99,1272,250,24,NA,NA,100,101,100,0,100,0,200,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL2331LAGST25J","HGST HMS5C4040ALE640",1.97665142785814e-311,0,100,0,134,100,100,0,100,4,100,0,100,0,111,43,99,12153,100,0,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,157,100,157,206,29,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL2331LAGN3UVJ","HGST HMS5C4040BLE640",1.97665142785814e-311,0,100,0,133,104,100,448,100,5,100,0,100,0,111,43,99,13978,100,0,NA,NA,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,103,100,103,240,25,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z304K3TJ","ST4000DM000",1.97665142785814e-311,0,108,19906016,NA,NA,98,0,100,2,100,0,79,4.90821581166714e-316,NA,NA,98,2116,100,0,NA,NA,100,2,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,0,99,2027,26,26,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.00888204880783e-320,100,7.07837562373745e-314,100,5.06555930700682e-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z300CMV1","ST4000DM000",1.97665142785814e-311,0,118,176785088,NA,NA,91,0,100,13,100,0,87,2.8256647870992e-315,NA,NA,77,20293,100,0,NA,NA,100,13,NA,NA,NA,NA,NA,NA,99,1,100,0,100,0,100,0,100,0,70,30,100,0,100,4,90,20894,30,30,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.24834890396642e-309,100,1.24496596111215e-313,100,6.71636841960444e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL1331LAGSNKMH","HGST HMS5C4040ALE640",1.97665142785814e-311,0,100,0,133,104,100,0,100,3,100,0,100,0,107,45,99,12756,100,0,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,113,100,113,171,35,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL2331LAGMKHKJ","HGST HMS5C4040BLE640",1.97665142785814e-311,0,100,0,134,103,100,0,100,3,100,0,100,0,111,43,98,15346,100,0,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,61,100,61,222,27,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","S3010TR7","ST4000DM000",1.97665142785814e-311,0,119,210343512,NA,NA,98,0,100,2,100,0,84,1.21393225611449e-315,NA,NA,93,6201,100,0,NA,NA,100,2,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,91,19601,21,21,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,3.00342506106894e-320,100,1.24689060618716e-313,100,3.31417836382245e-314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z3041J83","ST4000DM000",1.97665142785814e-311,0,112,41946472,NA,NA,95,0,100,5,100,0,78,3.3331767259314e-316,NA,NA,99,1544,100,0,NA,NA,100,5,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,70,30,100,0,100,0,98,5047,30,30,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7.36651877949299e-321,100,5.26672781642148e-314,100,3.36097267142149e-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z4D047SJ","ST6000DX000",2.96497446444152e-311,0,117,136031957,NA,NA,90,0,100,9,100,0,86,2.24480062141477e-315,NA,NA,93,6752,100,0,NA,NA,100,8,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,90,10,79,21,99,3739,100,0,98,4838,21,21,73,136031957,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,8.61848590533297e-310,100,1.53656343582202e-313,100,3.23879215319152e-314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL1331LAGSPEUH","HGST HMS5C4040ALE640",1.97665142785814e-311,0,100,0,133,104,100,441,100,7,100,0,100,0,117,40,99,11744,100,0,NA,NA,100,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,70,100,70,171,35,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","S300ZA9B","ST4000DM000",1.97665142785814e-311,0,119,231108752,NA,NA,93,0,100,7,100,0,82,8.96194765799321e-316,NA,NA,95,4406,100,0,NA,NA,100,7,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,64,36,100,0,100,0,88,25767,36,36,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2.04493770813692e-320,100,1.0513658240598e-313,100,3.04818019077713e-314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z304JCBV","ST4000DM000",1.97665142785814e-311,0,108,19871112,NA,NA,98,0,100,2,100,0,79,4.91893950651013e-316,NA,NA,98,2117,100,0,NA,NA,100,2,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,75,25,100,0,100,0,100,1812,25,25,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.02024555866217e-320,100,7.25923391064802e-314,100,6.89869258955313e-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","MK0313YHGJ54WC","Hitachi HDS723030ALA640",1.48248990956645e-311,0,100,0,100,0,129,554,100,24,100,0,100,0,100,0,95,39485,100,0,NA,NA,100,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,99,1495,99,1495,187,32,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","S300ZA9K","ST4000DM000",1.97665142785814e-311,0,117,142468400,NA,NA,95,0,100,5,100,0,82,8.51583276290405e-316,NA,NA,95,4400,100,0,NA,NA,100,5,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,67,33,100,0,100,0,88,24718,33,33,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2.05333682411622e-320,100,1.01740859024598e-313,100,2.80995170610315e-314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","MJ1311YNG733NA","Hitachi HDS5C3030ALA630",1.48248990956645e-311,0,100,65536,136,103,138,567,100,10,100,0,100,0,132,32,96,32644,100,0,NA,NA,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,12,100,12,214,28,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL1321LAG33WSH","Hitachi HDS5C4040ALE630",1.97665142785814e-311,0,100,0,134,102,128,545,100,15,100,0,100,0,111,43,97,24639,100,0,NA,NA,100,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,20,100,20,240,25,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL2331LAGSSBMJ","HGST HMS5C4040ALE640",1.97665142785814e-311,0,100,0,134,100,100,0,100,3,100,0,100,0,115,41,99,12151,100,0,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,159,100,159,240,25,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL1331LAGTU67H","HGST HMS5C4040ALE640",1.97665142785814e-311,0,100,0,134,102,100,460,100,8,100,0,100,0,113,42,99,11262,100,0,NA,NA,100,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,203,100,203,240,25,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z4D06EFX","ST6000DX000",2.96497446444152e-311,0,112,48441272,NA,NA,90,0,100,8,100,0,86,2.05543483435603e-315,NA,NA,93,6632,100,0,NA,NA,100,7,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,92,8,76,24,93,14089,100,0,74,52465,24,24,64,48441272,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,6.49924870888177e-310,100,1.06521755245801e-313,100,7.95440476967184e-314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z304JE2N","ST4000DM000",1.97665142785814e-311,0,116,107787840,NA,NA,97,0,100,3,100,0,78,3.35314972491705e-316,NA,NA,99,1523,100,0,NA,NA,100,3,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,69,31,100,0,100,0,98,4893,31,31,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7.29734958907521e-321,100,5.35714364777201e-314,100,3.34894751873554e-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","MJ1311YNG37LLA","Hitachi HDS5C3030ALA630",1.48248990956645e-311,0,100,0,134,110,124,564,100,16,100,94,100,0,132,32,95,36089,100,0,NA,NA,100,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,18,100,18,214,28,NA,NA,100,141,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z302FCX1","ST4000DM000",1.97665142785814e-311,0,116,111507400,NA,NA,93,0,100,10,100,0,85,1.68381849228993e-315,NA,NA,92,7210,100,0,NA,NA,100,9,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,71,29,100,0,100,0,96,8089,29,29,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,3.54294474632758e-320,100,7.28356698559913e-314,100,5.40544830604652e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","JK11A8B9H50XZF","Hitachi HDS722020ALA330",9.88328391274756e-312,0,100,0,134,98,100,481,100,9,100,0,100,0,119,36,96,28613,100,0,NA,NA,100,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,13,100,13,193,31,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","MJ1323YNG1U3YC","Hitachi HDS5C3030ALA630",1.48248990956645e-311,0,100,0,100,0,124,561,100,19,100,0,100,0,100,0,95,37770,100,0,NA,NA,100,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,99,1400,99,1400,222,27,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z300E1P8","ST4000DM000",1.97665142785814e-311,0,120,239686736,NA,NA,92,0,100,15,100,0,87,2.37356276992914e-315,NA,NA,77,20880,100,0,NA,NA,100,15,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,96,4,74,26,100,0,100,8,97,6573,26,26,NA,NA,NA,NA,100,0,100,0,200,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.03017627814358e-319,100,1.62471021446935e-313,100,7.11691263843242e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z4D07W26","ST6000DX000",2.96497446444152e-311,0,110,25267800,NA,NA,95,0,100,3,100,0,86,2.30728036555477e-315,NA,NA,93,6632,100,0,NA,NA,100,2,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,81,19,98,5576,100,0,98,5425,19,19,65,25267800,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,3.4002860557637e-310,100,1.51040012907286e-313,100,3.86090974349728e-314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL1331LAGSA9YH","HGST HMS5C4040ALE640",1.97665142785814e-311,0,100,0,133,104,100,436,100,5,100,0,100,0,111,43,99,13498,100,0,NA,NA,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,181,100,181,222,27,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL2331LAGPS2TJ","HGST HMS5C4040ALE640",1.97665142785814e-311,0,100,0,134,100,100,559,100,9,100,102,100,0,109,44,99,13664,100,0,NA,NA,100,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,381,100,381,253,23,NA,NA,100,109,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","JK1170YAJDAM3T","Hitachi HDS722020ALA330",9.88328391274756e-312,0,100,0,100,0,116,621,100,25,100,0,100,0,100,0,94,45891,100,0,NA,NA,100,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,839,100,839,157,38,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
